编号,片段名,文本,语言,中文,answer,selected_model,available_models,source_text_check,target_language_check
50405,电视剧3 EP13,Zhen... Puteri Zhen.,马来语,是甄甄 甄郡主,Zhen Zhen... Puteri Zhen.,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",是甄甄 甄郡主,马来语
50406,电视剧3 EP13,Sudahkah awak dengar berita maharaja?,马来语,皇上的事您听说了吗,Adakah awak sudah dengar tentang hal tuanku?,dev_4o_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",皇上的事您听说了吗,马来语
50407,电视剧3 EP13,Memang jelitawan dicemburui tuhan.,马来语,真是天妒红颜,Kecantikan membawa padah.,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",真是天妒红颜,马来语
50408,电视剧3 EP13,"Kini, awak berpeluang untuk menguasai negara.",马来语,眼下正是您统领天下的好时机,Kini adalah masa terbaik untuk Anda memimpin dunia.,dev_p2_t0_rag_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",眼下正是您统领天下的好时机,马来语
50409,电视剧3 EP13,Mengapa awak layan dia sedemikian?,马来语,为何那样对她,Mengapa buat dia begitu?,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",为何那样对她,马来语
50410,电视剧3 EP13,Awak bukan orang sembarangan. Mengapa rela mengalah kepada Liang Wei Wei?,马来语,您非池中物何必屈居梁微微之下,"Awak bukan orang biasa, kenapa mesti tunduk di bawah Liang Wei Wei?",dev_4o_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",您非池中物何必屈居梁微微之下,马来语
50411,电视剧3 EP13,"Sejak kita berkenalan, awak sering kali menggalakkan saya untuk menjadi maharaja.",马来语,自相识以来你跟我说的最多的就是让我称帝,"Sejak kita berkenalan, perkara yang paling banyak awak katakan pada saya ialah menyuruh saya menjadi maharaja.",dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",自相识以来你跟我说的最多的就是让我称帝,马来语
50412,电视剧3 EP13,Awak tak tahu sama sekali kemahuan saya.,马来语,你根本不知道我想要什么,Awak tak tahu langsung apa yang saya mahu.,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",你根本不知道我想要什么,马来语
50413,电视剧3 EP13,Bertindak sahaja.,马来语,那你动手啊,"Kalau begitu, awak mulakanlah.",dev_p2_t0_rag_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",那你动手啊,马来语
50414,电视剧3 EP13,Awak membunuh maharaja dan memberontak.,马来语,你弑君谋反,Awak membunuh raja untuk merampas takhta.,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",你弑君谋反,马来语
50415,电视剧4 EP10,It's my bad.,英语,这责任在我,The responsibility is on me.,dev_4o_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",这责任在我,英语
50416,电视剧4 EP10,เรื่องนี้ข้าต้องรับผิดชอบ,泰语,这责任在我,เป็นความรับผิดชอบของฉันเอง,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",这责任在我,泰语
50417,电视剧4 EP10,"Brother Shu I'm willing to take the rap for her, and volunteer to copy family rules as a punishment.",英语,阿树哥哥我甘愿替她受罚自愿抄写家规以示惩戒,"Brother Shu, I am willing to take the punishment for her and voluntarily copy the family rules as a form of discipline.",dev_4o_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",阿树哥哥我甘愿替她受罚自愿抄写家规以示惩戒,英语
50418,电视剧4 EP10,พี่อาซู่ ข้ายินดีรับโทษแทนนาง คัดกฎตระกูลด้วยความสมัครใจ เพื่อเป็นการเตือน,泰语,阿树哥哥我甘愿替她受罚自愿抄写家规以示惩戒,พี่อาซู่ ข้ายินยอมรับโทษแทนนาง สมัครใจคัดลอกกฎประจำตระกูลเพื่อเป็นการลงโทษ,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",阿树哥哥我甘愿替她受罚自愿抄写家规以示惩戒,泰语
50419,电视剧4 EP10,It's my fault.,英语,都是秋儿的错,It's all Qiuer's fault.,dev_4o_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",都是秋儿的错,英语
50420,电视剧4 EP10,เป็นความผิดของชิวเอ๋อร์,泰语,都是秋儿的错,เป็นความผิดของชิวเอ๋อร์ทั้งนั้น,dev_p2_t0_rag_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",都是秋儿的错,泰语
50421,电视剧4 EP10,I'm sorry that you took the blame for me.,英语,害得你替我受罚,It's my fault you got punished in my place.,dev_p2_t0_rag_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",害得你替我受罚,英语
50422,电视剧4 EP10,ทำให้ท่านต้องรับโทษแทนข้า,泰语,害得你替我受罚,ทำให้เธอต้องรับโทษแทนฉัน,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",害得你替我受罚,泰语
50423,电视剧4 EP10,I volunteered to take this blame.,英语,此罚是我自愿领的,I accept this punishment voluntarily.,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",此罚是我自愿领的,英语
50424,电视剧4 EP10,ข้ายอมรับโทษด้วยความสมัครใจ,泰语,此罚是我自愿领的,โทษนี้ข้ารับโดยเต็มใจ,dev_p2_t0_rag_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",此罚是我自愿领的,泰语
50425,电视剧4 EP10,Brother Shu Are you mad at me?,英语,阿树哥哥你是在生我的气吗,"Brother Shu, are you angry with me?",dev_p2_t0_rag_context_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",阿树哥哥你是在生我的气吗,英语
50426,电视剧4 EP10,พี่อาซู่ ท่านกำลังโกรธข้าอยู่หรือ,泰语,阿树哥哥你是在生我的气吗,พี่อาซู่ พี่กำลังโกรธฉันอยู่เหรอคะ,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",阿树哥哥你是在生我的气吗,泰语
50427,电视剧4 EP10,I promise that I won't drink anymore.,英语,我保证以后再也不喝酒了,I promise I'll never drink again.,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",我保证以后再也不喝酒了,英语
50428,电视剧4 EP10,ข้าสาบานว่าต่อไป จะไม่ดื่มสุราอีกแล้ว,泰语,我保证以后再也不喝酒了,ผมรับรองว่าต่อไปจะไม่ดื่มเหล้าอีกแล้วครับ,dev_4o_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",我保证以后再也不喝酒了,泰语
50429,电视剧4 EP10,Miss Muqiu You should go back and have an early rest.,英语,慕秋姑娘你还是早些回去休息吧,"Miss Muqiu, you should go back and rest early.",dev_p2_t0_rag_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",慕秋姑娘你还是早些回去休息吧,英语
50430,电视剧4 EP10,แม่นางมู่ชิว เจ้ารีบกลับไปพักผ่อนดีกว่า,泰语,慕秋姑娘你还是早些回去休息吧,แม่นางมู่ชิว ท่านควรกลับไปพักผ่อนแต่เนิ่นๆเถอะ,dev_p2_t0_rag_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",慕秋姑娘你还是早些回去休息吧,泰语
50431,电视剧4 EP10,You must be exhausted.,英语,你一定累坏了吧,You must be exhausted.,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",你一定累坏了吧,英语
50432,电视剧4 EP10,ท่านต้องเหนื่อยแย่เลย,泰语,你一定累坏了吧,คุณต้องเหนื่อยมากแน่ ๆ เลย,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",你一定累坏了吧,泰语
50433,电视剧4 EP10,There's no one here.,英语,这儿没有人,There's no one here.,dev_p2_t0_rag_context_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",这儿没有人,英语
50434,电视剧4 EP10,ที่นี่ไม่มีคน,泰语,这儿没有人,ที่นี่ไม่มีใคร,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",这儿没有人,泰语
50435,电视剧4 EP10,You don't need to kneel.,英语,你可以不用跪的,You don't need to kneel.,dev_4o_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",你可以不用跪的,英语
50436,电视剧4 EP10,ท่านไม่ต้องคุกเข่าก็ได้,泰语,你可以不用跪的,คุณไม่ต้องคุกเข่าก็ได้,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",你可以不用跪的,泰语
50437,电视剧4 EP10,I'm the Young Master of Taoyuan Valley.,英语,我是桃源谷的少谷主,I am the young master of Taoyuan Valley.,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",我是桃源谷的少谷主,英语
50438,电视剧4 EP10,ข้าคือเจ้าหุบเขาน้อยแห่งหุบเขาเถาหยวน,泰语,我是桃源谷的少谷主,ข้าเป็นเจ้าหุบเขาน้อยแห่งหุบเขาเถาหยวน,dev_4o_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",我是桃源谷的少谷主,泰语
50439,电视剧4 EP10,I won't play a double game.,英语,怎么可能阳奉阴违,How could I possibly say one thing and do another?,dev_p2_t0_rag_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",怎么可能阳奉阴违,英语
50440,电视剧4 EP10,จะหน้าไหว้หลังหลอกได้อย่างไร,泰语,怎么可能阳奉阴违,จะต่อหน้ามะพลับลับหลังตะโกได้ยังไง,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",怎么可能阳奉阴违,泰语
50441,电视剧4 EP10,There are so many rules in your Taoyuan Valley.,英语,你们桃源谷这些破规矩也太多了,There are just too many damn rules in your Taoyuan Valley!,dev_p2_t0_rag_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",你们桃源谷这些破规矩也太多了,英语
50442,电视剧4 EP10,พวกท่านหุบเขาเถาหยวน มีกฎอะไรบ้าบอเยอะเกินไปแล้ว,泰语,你们桃源谷这些破规矩也太多了,กฎบ้า ๆ บอ ๆ ของหุบเขาเถาหยวนพวกท่านนี่มันเยอะเกินไปแล้ว,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",你们桃源谷这些破规矩也太多了,泰语
50443,电视剧4 EP10,It's too much pressure.,英语,压得人都喘不过气来,It's so suffocating that people can hardly breathe.,dev_p2_t0_rag_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",压得人都喘不过气来,英语
50444,电视剧4 EP10,กดดันแทบจะทำให้หายใจไม่ออก,泰语,压得人都喘不过气来,กดดันจนคนแทบจะหายใจไม่ออก,dev_p2_t0_rag_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",压得人都喘不过气来,泰语
50445,电视剧4 EP10,You should abolish them all.,英语,就应该通通废除,They should all be abolished.,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",就应该通通废除,英语
50446,电视剧4 EP10,ควรจะยกเลิกไปให้หมด,泰语,就应该通通废除,ก็ควรจะยกเลิกให้หมด,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",就应该通通废除,泰语
50447,电视剧4 EP10,Did I say something wrong?,英语,是我说错话了吗,Did I say something wrong?,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",是我说错话了吗,英语
50448,电视剧4 EP10,ข้าพูดผิดไปหรือ,泰语,是我说错话了吗,ฉันพูดอะไรผิดไปเหรอ,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",是我说错话了吗,泰语
50449,电视剧4 EP10,"All right, you'll figure it out sooner or later.",英语,也罢这些事你今后迟早都要明白的,Fine. You'll understand these things sooner or later.,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",也罢这些事你今后迟早都要明白的,英语
50450,电视剧4 EP10,ช่างเถอะ เรื่องเหล่านี้ จากนี้ไปเจ้าจะเข้าใจในสักวันหนึ่ง,泰语,也罢这些事你今后迟早都要明白的,ช่างเถอะ เรื่องพวกนี้ไม่ช้าก็เร็วเธอก็ต้องเข้าใจเองอยู่ดี,dev_p2_t0_rag_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",也罢这些事你今后迟早都要明白的,泰语
50451,电视剧4 EP10,Do you know how we made such great achievements in Taoyuan Valley?,英语,你知道我桃源谷的百年基业是怎么得来的吗,Do you know how the century-long foundation of my Taoyuan Valley was established?,dev_4o_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",你知道我桃源谷的百年基业是怎么得来的吗,英语
50452,电视剧4 EP10,เจ้ารู้หรือไม่ว่ารากฐานร่วมศตวรรษ ของหุบเขาเถาหยวนข้า มีความเป็นมาอย่างไร,泰语,你知道我桃源谷的百年基业是怎么得来的吗,เจ้ารู้หรือไม่ว่ารากฐานร้อยปีของหุบเขาเถาหยวนของข้าได้มาอย่างไร,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",你知道我桃源谷的百年基业是怎么得来的吗,泰语
50453,电视剧4 EP10,"Once upon a time, Taoyuan Valley was just a village in the mountains.",英语,我们桃源谷在很久之前也只是一个山中小村,Our Taoyuan Valley was just a small mountain village a long time ago.,dev_p2_t0_rag_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",我们桃源谷在很久之前也只是一个山中小村,英语
50454,电视剧4 EP10,เมื่อนานมาแล้วหุบเขาเถาหยวนเรา ก็เป็นแค่หมู่บ้านเล็กกลางเขา,泰语,我们桃源谷在很久之前也只是一个山中小村,เมื่อนานมาแล้ว หุบเขาเถาหยวนของเราก็เป็นเพียงหมู่บ้านเล็ก ๆ ในหุบเขาแห่งหนึ่ง,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",我们桃源谷在很久之前也只是一个山中小村,泰语
50455,电视剧4 EP10,People here worked hard to practice martial skills and to study.,英语,村中的人勤奋地习武勤奋学习,The villagers diligently practice martial arts and study hard.,dev_p2_t0_rag_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",村中的人勤奋地习武勤奋学习,英语
50456,电视剧4 EP10,คนในหมู่บ้านตั้งใจฝึกวรยุทธ์ ตั้งใจเรียนรู้,泰语,村中的人勤奋地习武勤奋学习,คนในหมู่บ้านขยันฝึกวิทยายุทธและตั้งใจเรียน,dev_4o_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",村中的人勤奋地习武勤奋学习,泰语
50457,电视剧4 EP10,That's how the achievements in Taoyuan Valley were made.,英语,才有了桃源谷现在这番景象,That's how Taoyuan Valley became what it is today.,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",才有了桃源谷现在这番景象,英语
50458,电视剧4 EP10,ถึงได้มีภาพลักษณ์ของ หุบเขาเถาหยวนดังเช่นตอนนี้,泰语,才有了桃源谷现在这番景象,หุบเขาเถาหยวนถึงได้มีภาพเช่นทุกวันนี้,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",才有了桃源谷现在这番景象,泰语
50459,电视剧4 EP10,"Yes, in the family rules Mrs. Yu gave me, there's something about it.",英语,对啊御夫人给我的家规大全里好像有说过这些,That's right. I think it was mentioned in the book of family rules Mrs. Yu gave me.,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",对啊御夫人给我的家规大全里好像有说过这些,英语
50460,电视剧4 EP10,ใช่แล้ว ดูเหมือนว่าฮูหยินอวี้ จะเคยเอาเรื่องนี้จากใน หนังสือรวมกฎตระกูลมาบอกข้าด้วย,泰语,对啊御夫人给我的家规大全里好像有说过这些,ใช่แล้ว ในตำรากฎประจำตระกูลที่ฮูหยินอวี้ให้ข้ามา เหมือนจะเคยพูดถึงเรื่องพวกนี้ไว้,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",对啊御夫人给我的家规大全里好像有说过这些,泰语
