编号,片段名,文本,语言,中文,label,音频路径,answer
52454,电视剧2 EP13,,英语,我进就是了,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_05_17,520_00_05_19,000_chinesetts.wav",
52455,电视剧2 EP13,,马来语,夫人现在茶也喝了规矩也立的差不多了吧,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_05_36,880_00_05_41,760_chinesetts.wav",
52456,电视剧2 EP13,,英语,夫人现在茶也喝了规矩也立的差不多了吧,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_05_36,880_00_05_41,760_chinesetts.wav",
52457,电视剧2 EP13,,马来语,那咱们就来梦一梦道理,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_05_41,840_00_05_43,840_chinesetts.wav",
52458,电视剧2 EP13,,英语,那咱们就来梦一梦道理,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_05_41,840_00_05_43,840_chinesetts.wav",
52459,电视剧2 EP13,,马来语,是大格岭让我管理府中事务的,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_05_43,960_00_05_46,520_chinesetts.wav",
52460,电视剧2 EP13,,英语,是大格岭让我管理府中事务的,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_05_43,960_00_05_46,520_chinesetts.wav",
52461,电视剧2 EP13,,马来语,我自然要尽心尽力,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_05_46,520_00_05_48,600_chinesetts.wav",
52462,电视剧2 EP13,,英语,我自然要尽心尽力,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_05_46,520_00_05_48,600_chinesetts.wav",
52463,电视剧2 EP13,,马来语,莫非夫人想跟大阁领唱反调不成,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_05_48,760_00_05_52,920_chinesetts.wav",
52464,电视剧2 EP13,,英语,莫非夫人想跟大阁领唱反调不成,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_05_48,760_00_05_52,920_chinesetts.wav",
52465,电视剧2 EP13,,马来语,云雀姑娘刚刚是说想看账本是吧,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_05_53,960_00_05_57,760_chinesetts.wav",
52466,电视剧2 EP13,,英语,云雀姑娘刚刚是说想看账本是吧,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_05_53,960_00_05_57,760_chinesetts.wav",
52467,电视剧2 EP13,,马来语,你既然想看那索性把下一季的账都管了吧,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_05_59,480_00_06_03,680_chinesetts.wav",
52468,电视剧2 EP13,,英语,你既然想看那索性把下一季的账都管了吧,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_05_59,480_00_06_03,680_chinesetts.wav",
52469,电视剧2 EP13,,马来语,你是说所有的账都交给我管,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_06_08,280_00_06_12,040_chinesetts.wav",
52470,电视剧2 EP13,,英语,你是说所有的账都交给我管,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_06_08,280_00_06_12,040_chinesetts.wav",
52471,电视剧2 EP13,,马来语,我本来对此事就不太擅长,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_06_13,280_00_06_15,800_chinesetts.wav",
52472,电视剧2 EP13,,英语,我本来对此事就不太擅长,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_06_13,280_00_06_15,800_chinesetts.wav",
52473,电视剧2 EP13,,马来语,云澈姑娘既然愿意分忧那再好不过了,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_06_16,000_00_06_19,360_chinesetts.wav",
52474,电视剧2 EP13,,英语,云澈姑娘既然愿意分忧那再好不过了,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_06_16,000_00_06_19,360_chinesetts.wav",
52475,电视剧2 EP13,,马来语,沈管家还麻烦你把账本拿过来交给云雀姑娘,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_06_20,480_00_06_24,680_chinesetts.wav",
52476,电视剧2 EP13,,英语,沈管家还麻烦你把账本拿过来交给云雀姑娘,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_06_20,480_00_06_24,680_chinesetts.wav",
52477,电视剧2 EP13,,马来语,近日我有公务在身内院中大小事务一律都由云雀姑娘定夺,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_06_25,360_00_06_31,000_chinesetts.wav",
52478,电视剧2 EP13,,英语,近日我有公务在身内院中大小事务一律都由云雀姑娘定夺,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_06_25,360_00_06_31,000_chinesetts.wav",
52479,电视剧2 EP13,,马来语,云雀姑娘辛苦你了,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_06_32,400_00_06_34,600_chinesetts.wav",
52480,电视剧2 EP13,,英语,云雀姑娘辛苦你了,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_06_32,400_00_06_34,600_chinesetts.wav",
52481,电视剧2 EP13,,马来语,夫人你要三思啊,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_06_35,880_00_06_38,520_chinesetts.wav",
52482,电视剧2 EP13,,英语,夫人你要三思啊,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_06_35,880_00_06_38,520_chinesetts.wav",
52483,电视剧2 EP13,,马来语,王军也是一时眼花,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_06_38,800_00_06_41,000_chinesetts.wav",
52484,电视剧2 EP13,,英语,王军也是一时眼花,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_06_38,800_00_06_41,000_chinesetts.wav",
52485,电视剧2 EP13,,马来语,必然是被那个外边儿的狐狸精使用鬼域伎俩哄着带到家里来的,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_06_41,320_00_06_48,960_chinesetts.wav",
52486,电视剧2 EP13,,英语,必然是被那个外边儿的狐狸精使用鬼域伎俩哄着带到家里来的,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_06_41,320_00_06_48,960_chinesetts.wav",
52487,电视剧2 EP13,,马来语,在我心里第一壶只有一位,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_06_50,280_00_06_53,320_chinesetts.wav",
52488,电视剧2 EP13,,英语,在我心里第一壶只有一位,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_06_50,280_00_06_53,320_chinesetts.wav",
52489,电视剧2 EP13,,马来语,你问我们大虎也站在您这边啊,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_06_53,320_00_06_55,920_chinesetts.wav",
52490,电视剧2 EP13,,英语,你问我们大虎也站在您这边啊,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_06_53,320_00_06_55,920_chinesetts.wav",
52491,电视剧2 EP13,,马来语,什么玩家真的跟银雀姑娘没有关系,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_06_55,920_00_06_59,360_chinesetts.wav",
52492,电视剧2 EP13,,英语,什么玩家真的跟银雀姑娘没有关系,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_06_55,920_00_06_59,360_chinesetts.wav",
52493,电视剧2 EP13,,马来语,夫人您别把老奴当成糊涂,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_07_00,720_00_07_05,320_chinesetts.wav",
52494,电视剧2 EP13,,英语,夫人您别把老奴当成糊涂,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_07_00,720_00_07_05,320_chinesetts.wav",
52495,电视剧2 EP13,,马来语,要不是被那狐狸精气的您何至于搬回娘家去住啊,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_07_05,320_00_07_10,640_chinesetts.wav",
52496,电视剧2 EP13,,英语,要不是被那狐狸精气的您何至于搬回娘家去住啊,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_07_05,320_00_07_10,640_chinesetts.wav",
52497,电视剧2 EP13,,马来语,谁说我要回娘家住了,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_07_10,640_00_07_12,360_chinesetts.wav",
52498,电视剧2 EP13,,英语,谁说我要回娘家住了,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_07_10,640_00_07_12,360_chinesetts.wav",
52499,电视剧2 EP13,,马来语,您别管我了,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_07_19,400_00_07_20,320_chinesetts.wav",
52500,电视剧2 EP13,,英语,您别管我了,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_07_19,400_00_07_20,320_chinesetts.wav",
52501,电视剧2 EP13,,马来语,这这如何是好啊这个,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_07_25,280_00_07_27,920_chinesetts.wav",
52502,电视剧2 EP13,,英语,这这如何是好啊这个,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_07_25,280_00_07_27,920_chinesetts.wav",
52503,电视剧2 EP13,,马来语,大哥李宁不在府的这些日子里云雀姑娘她天天换这个瓷盘换那个绣布的,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_07_39,760_00_07_46,080_chinesetts.wav",
52504,电视剧2 EP13,,英语,大哥李宁不在府的这些日子里云雀姑娘她天天换这个瓷盘换那个绣布的,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_07_39,760_00_07_46,080_chinesetts.wav",
52505,电视剧2 EP13,,马来语,忠淑天天和他对俏,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_07_46,360_00_07_48,000_chinesetts.wav",
52506,电视剧2 EP13,,英语,忠淑天天和他对俏,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_07_46,360_00_07_48,000_chinesetts.wav",
52507,电视剧2 EP13,,马来语,今日还给我下了死命令说如果我再不把你和夫人带回来就不需要回府了,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_07_48,640_00_07_55,440_chinesetts.wav",
52508,电视剧2 EP13,,英语,今日还给我下了死命令说如果我再不把你和夫人带回来就不需要回府了,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_07_48,640_00_07_55,440_chinesetts.wav",
52509,电视剧2 EP13,,马来语,钟大管家几时和颜六娘这么好了,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_08_00,680_00_08_06,880_chinesetts.wav",
52510,电视剧2 EP13,,英语,钟大管家几时和颜六娘这么好了,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_08_00,680_00_08_06,880_chinesetts.wav",
52511,电视剧2 EP13,,马来语,大阁领您能否给属下一个明示,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_08_11,840_00_08_14,680_chinesetts.wav",
52512,电视剧2 EP13,,英语,大阁领您能否给属下一个明示,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_08_11,840_00_08_14,680_chinesetts.wav",
52513,电视剧2 EP13,,马来语,一开始我以为你是西域云雀姑娘,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_08_15,200_00_08_19,360_chinesetts.wav",
52514,电视剧2 EP13,,英语,一开始我以为你是西域云雀姑娘,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_08_15,200_00_08_19,360_chinesetts.wav",
52515,电视剧2 EP13,,马来语,可自从您把她带回府之后您就再也没回过府,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_08_20,440_00_08_24,440_chinesetts.wav",
52516,电视剧2 EP13,,英语,可自从您把她带回府之后您就再也没回过府,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_08_20,440_00_08_24,440_chinesetts.wav",
52517,电视剧2 EP13,,马来语,这我该站哪边,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_08_25,200_00_08_28,520_chinesetts.wav",
52518,电视剧2 EP13,,英语,这我该站哪边,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_08_25,200_00_08_28,520_chinesetts.wav",
52519,电视剧2 EP13,,马来语,景内外公务很清闲啊,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_08_30,560_00_08_32,240_chinesetts.wav",
52520,电视剧2 EP13,,英语,景内外公务很清闲啊,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_08_30,560_00_08_32,240_chinesetts.wav",
52521,电视剧2 EP13,,马来语,竟然开始操心起我沈某的内务了,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_08_32,640_00_08_35,600_chinesetts.wav",
52522,电视剧2 EP13,,英语,竟然开始操心起我沈某的内务了,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_08_32,640_00_08_35,600_chinesetts.wav",
52523,电视剧2 EP13,,马来语,几日后的安防布置的如何了,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_08_45,720_00_08_48,960_chinesetts.wav",
52524,电视剧2 EP13,,英语,几日后的安防布置的如何了,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_08_45,720_00_08_48,960_chinesetts.wav",
52525,电视剧2 EP13,,马来语,回大格岭的话都好了,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_08_49,840_00_08_52,240_chinesetts.wav",
52526,电视剧2 EP13,,英语,回大格岭的话都好了,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_08_49,840_00_08_52,240_chinesetts.wav",
52527,电视剧2 EP13,,马来语,灵台秘书省的安防现在已经完全由我们内卫府来接管,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_08_52,480_00_08_56,000_chinesetts.wav",
52528,电视剧2 EP13,,英语,灵台秘书省的安防现在已经完全由我们内卫府来接管,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_08_52,480_00_08_56,000_chinesetts.wav",
52529,电视剧2 EP13,,马来语,原来的护卫已经调去支援红文馆西凉人那边了,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_08_56,000_00_08_59,640_chinesetts.wav",
52530,电视剧2 EP13,,英语,原来的护卫已经调去支援红文馆西凉人那边了,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_08_56,000_00_08_59,640_chinesetts.wav",
52531,电视剧2 EP13,,马来语,蛟龙行在哪,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_09_09,240_00_09_10,040_chinesetts.wav",
52532,电视剧2 EP13,,英语,蛟龙行在哪,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_09_09,240_00_09_10,040_chinesetts.wav",
52533,电视剧2 EP13,,马来语,我们赶紧说完就回家,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_09_10,640_00_09_11,920_chinesetts.wav",
52534,电视剧2 EP13,,英语,我们赶紧说完就回家,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_09_10,640_00_09_11,920_chinesetts.wav",
52535,电视剧2 EP13,,马来语,考生之间不得彼此交谈,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_09_14,040_00_09_16,240_chinesetts.wav",
52536,电视剧2 EP13,,英语,考生之间不得彼此交谈,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_09_14,040_00_09_16,240_chinesetts.wav",
52537,电视剧2 EP13,,马来语,徐硕让我们给你传个信,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_09_16,240_00_09_17,480_chinesetts.wav",
52538,电视剧2 EP13,,英语,徐硕让我们给你传个信,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_09_16,240_00_09_17,480_chinesetts.wav",
52539,电视剧2 EP13,,马来语,首都最近只是再三强调事关重大,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_09_18,360_00_09_20,880_chinesetts.wav",
52540,电视剧2 EP13,,英语,首都最近只是再三强调事关重大,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_09_18,360_00_09_20,880_chinesetts.wav",
52541,电视剧2 EP13,,马来语,此次周口有风的连一只苍蝇都飞不出去一页书也带不进去,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_09_20,880_00_09_24,880_chinesetts.wav",
52542,电视剧2 EP13,,英语,此次周口有风的连一只苍蝇都飞不出去一页书也带不进去,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_09_20,880_00_09_24,880_chinesetts.wav",
52543,电视剧2 EP13,,马来语,你你说太快了,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_09_33,000_00_09_34,720_chinesetts.wav",
52544,电视剧2 EP13,,英语,你你说太快了,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_09_33,000_00_09_34,720_chinesetts.wav",
52545,电视剧2 EP13,,马来语,我没听清楚,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_09_34,720_00_09_35,920_chinesetts.wav",
52546,电视剧2 EP13,,英语,我没听清楚,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_09_34,720_00_09_35,920_chinesetts.wav",
52547,电视剧2 EP13,,马来语,捶捶捶捶你稍微说的慢一点,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_09_36,720_00_09_39,640_chinesetts.wav",
52548,电视剧2 EP13,,英语,捶捶捶捶你稍微说的慢一点,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_09_36,720_00_09_39,640_chinesetts.wav",
52549,电视剧2 EP13,,马来语,而且媳妇儿不也嘱咐我们了吗想让我们多勘察一下看看安防有没有疏漏的地方,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_09_39,680_00_09_46,240_chinesetts.wav",
52550,电视剧2 EP13,,英语,而且媳妇儿不也嘱咐我们了吗想让我们多勘察一下看看安防有没有疏漏的地方,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_09_39,680_00_09_46,240_chinesetts.wav",
52551,电视剧2 EP13,,马来语,还要勘察一下,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_09_46,240_00_09_47,760_chinesetts.wav",
52552,电视剧2 EP13,,英语,还要勘察一下,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_09_46,240_00_09_47,760_chinesetts.wav",
52553,电视剧2 EP13,,马来语,两位要不随我进去看看,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_09_50,680_00_09_52,880_chinesetts.wav",
52554,电视剧2 EP13,,英语,两位要不随我进去看看,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_09_50,680_00_09_52,880_chinesetts.wav",
52555,电视剧2 EP13,,马来语,里面几个门内院我们也设了关卡,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_09_52,880_00_09_55,320_chinesetts.wav",
52556,电视剧2 EP13,,英语,里面几个门内院我们也设了关卡,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_09_52,880_00_09_55,320_chinesetts.wav",
52557,电视剧2 EP13,,马来语,吹吹要不你们两个先进去吧,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_09_56,480_00_10_00,240_chinesetts.wav",
52558,电视剧2 EP13,,英语,吹吹要不你们两个先进去吧,测试集a,"/alg_2025_audios_final/电视剧2 EP13/电视剧2 EP13_00_09_56,480_00_10_00,240_chinesetts.wav",
